video,caption
B1040.59,A dog is seen running through the woods in the video.
B0763.2,A dog is seen walking through the woods in the video.
B0228.13,A herd of camels are seen walking in the desert.
B0644.13,A baboon is seen climbing a tree in the video.
B0147.10,A bird is seen flying over a rocky terrain in the video.
B0608.3,A dog is seen walking on a rock in the video.
B0778.19,A small animal is seen walking through the grass in the video.
B0917.4,A lizard is seen walking on a rock in the video.
B1025.63,A dog is seen running through the woods in the video.
B1019.17,A group of elephants are seen walking in a line in the video.
B1041.40,A small animal is seen walking on a rock in the video.
B0665.12,A lizard is seen walking on a rock in the video.
B0805.2,A group of birds are seen flying in the air.
B0419.8,A bird is seen flying over a forest in the video.
B1011.45,A group of birds are seen sitting on a rock in the video.
B0767.6,A baboon is seen sitting in the grass and looking at the camera.
B0043.6,A group of baboons are seen walking through the grass in the video.
B0672.23,A monkey is seen climbing up a tree in the video.
B0619.7,A small animal is seen walking on a rock in the video.
B0133.1,A monkey is seen climbing up a tree in the video.
B0885.44,A dog is seen walking through a rocky area in the video.
B0903.50,A cow is seen walking through a river in the video.
B0705.25,A bird is seen perched on a tree branch in the video.
B0674.2,A bear is seen walking through the woods and looking at the camera.
B0580.3,A gorilla is seen walking on a rock in the video.
B0771.23,A gorilla is seen standing in a forest with its arms outstretched.
B0638.64,A deer is seen lying on the ground in the woods.
B0969.1,A group of deer are seen grazing on the ground in the video.
B0428.4,A group of birds are seen sitting on a rock in the video.
B0640.11,A deer is seen laying down in the grass.
B0674.19,A lizard is seen crawling on a tree branch in the video.
B1032.29,A group of birds are seen flying over a rocky cliff.
B0965.8,A deer is seen walking through the grass in the video.
B0732.14,A bear is seen walking through the woods in the video.
B0819.24,A group of elephants are seen walking through a river.
B0863.23,A small black animal is seen walking on the rocks in the video.
B0859.24,A small animal is seen walking on a rock in the water.
B0938.17,A group of deer are seen grazing in a field.
B1043.62,A large bear is seen walking through the woods in the video.
B0451.2,A lizard is seen crawling on the ground in the video.
B1056.6,A black and white dog is seen running through the woods.
B0060.2,A deer is seen walking through the woods in the video.
B0717.17,A baboon is seen walking through the grass in the video.
B0911.25,A monkey is seen walking on a rock in the video.
B0783.4,A bird is seen perched on a tree branch in the video.
B0508.6,A group of elephants are seen walking in a line in the video.
B0716.26,A monkey is seen climbing up a tree in the video.
B0783.24,A lion is seen walking through the trees in the video.
B0800.29,A gorilla is seen walking through the forest and climbing up a tree.
B0789.8,A bird is seen perched on a branch in the video.
B1016.62,A black bear is seen walking through the woods in the video.
B0811.5,A deer is seen walking through the woods in the video.
B0833.3,A turtle is seen swimming in a river and then climbing up a rock.
B0272.15,A herd of wildebeests are seen walking through a field of dry grass.
B0726.23,A deer is seen walking through the woods in the video.
B0803.17,A deer is seen walking through the woods in the video.
B0274.10,A group of birds are seen walking in the desert.
B0951.19,A group of goats are seen walking on a rocky hillside.
B0690.35,A group of baboons are seen walking through the trees in the video.
B0724.26,A deer is seen walking through the woods in the video.
B1016.34,A black bear is seen walking through the woods in the video.
B0686.40,A monkey is seen walking through the grass in the video.
B0829.22,A group of elephants are seen walking through a river.
B0062.3,A monkey is seen climbing up a tree in the video.
B0253.3,"A group of cacti are shown in the desert, with one of them being eaten by a small animal."
B0849.29,A dog is seen walking through the water and rocks.
B0946.11,A dog is seen running through a rocky area in the video.
B0082.10,A dog is seen running through the grass in the video.
B0654.9,A bear is seen walking through the woods in the video.
B0962.3,A squirrel is seen running across a rocky terrain.
B0995.25,A small animal is seen walking on a rock in the video.
B0652.15,A black bear is seen walking through the woods in the video.
B0765.46,A baboon is seen sitting on a tree branch in the video.
B0678.63,A bear is seen walking through the woods in the video.
B1016.24,A group of bears are seen walking through the woods in the video.
B0897.6,A bird is seen flying over a river in the video.
B0799.47,A gorilla is seen walking through the grass in the video.
B0789.32,A bird is seen perched on a tree branch in the video.
B0140.6,A baboon is seen sitting on a tree branch in the video.
B0803.5,A group of elephants are seen walking through a forest.
B0869.5,A lizard is seen climbing up a rock in the video.
B0926.14,A small bird is seen perched on a rock in the video.
B0474.2,A group of elephants are seen walking through a forest.
B0168.7,A deer is seen walking through the woods in the video.
B0807.45,A deer is seen walking through the woods in the video.
B0302.2,A bird is seen walking on the ground in the video.
B0619.6,A small animal is seen walking on the ground in the video.
B1043.17,A deer is seen walking through the woods in the video.
B0700.24,A lion is seen walking through the grass in the video.
B1016.52,A black bear is seen walking through the woods in the video.
B0898.4,A group of elephants are seen walking through a river.
B0714.4,A deer is seen walking through the woods in the video.
B0439.12,A group of elephants are seen walking through a field of trees.
B0970.52,A dog is seen running through the woods in the video.
B0756.20,A bear is seen walking through the woods in the video.
B0881.9,A cow is seen grazing on the grass in the video.
B0765.19,A gorilla is seen walking through the forest and climbing up a tree.
B0781.11,A deer is seen walking through the woods in the video.
B0465.5,A small animal is seen walking on the ground in the video.
B1042.6,A group of birds are seen flying over a rocky cliff.
B0396.8,A deer is seen walking through the woods in the video.
B0813.12,A baboon is seen walking through the forest and climbing up a tree.
B0241.20,A group of camels are seen walking in the desert.
B0849.15,A dog is seen walking on the rocks in the video.
B0855.8,A small animal is seen walking on the rocks in the video.
B1053.30,A group of wolves are seen walking through a forest.
B0199.14,A cow is seen walking in the desert and looking at the camera.
B1041.12,A dog is seen walking on a rock in the video.
B0994.62,Two birds are seen perched on a rock in the video.
B0990.2,A group of elephants are seen walking in a line.
B1010.2,A small dog is seen running across the screen.
B0786.42,A black animal is seen walking through the trees in the video.
B1031.21,A group of bears are seen walking through the woods.
B0747.32,A lion is seen walking through the trees in the video.
B0961.16,A monkey is seen walking on the ground in the video.
B0735.24,A kangaroo is seen walking through the woods in the video.
B0286.5,Two elephants are seen walking through a field of dry grass.
B0066.13,A squirrel is seen running across the ground in the video.
B0807.2,A dog is seen walking in the woods and looking at the camera.
B0691.10,A group of animals are seen walking through a field of grass.
B1045.34,A dog is seen running through the woods in the video.
B0658.31,A small animal is seen walking through the grass in the video.
B0796.50,A monkey is seen eating a banana in the video.
B1000.36,A dog is seen walking on a rock in the video.
B0963.5,A dog is seen walking on a rock and then turns around and walks back.
B0242.2,A group of birds are seen walking around in the desert.
B0786.19,A group of elephants are seen walking through a forest in the video.
