video,caption
VFSAAKOU,A small yellow flower is seen in the middle of a field of dry grass.
ZUNFBRJS,A small yellow and black insect is seen walking on the ground.
YRUIEJVY,A bird is seen flying over a field of flowers.
DSOWPMVW,A bird is seen standing on a log and singing.
DXKPRVKA,A bird is seen standing in the grass and looking around.
IGMVCGCS,A horse is seen walking down a dirt road with trees in the background.
TKZFGEWB,A group of ducks are seen standing in a pond and one of them is seen swimming.
HWFRWNPL,A dolphin is seen swimming in the ocean and jumping out of the water.
MBLUBPTK,A bird is seen perched on a branch in the video.
MQGZMHSA,A bird flies through the air in the video.
ECSKOVMW,A snake is seen resting on the ground in the video.
QYALJXGD,A large animal is seen walking through a field of dry grass.
YPNUVIKV,A fish swims through the water and then swims back.
HTCDKCIN,A black and white animal is seen emerging from a hole in a tree.
PKRMLHGA,A group of monkeys are seen playing with a yellow object in the dirt.
TJZCHFFP,A fish swims through the water and moves to the right.
EBUBARHB,A bird is seen perched on a branch and then takes off.
ZSLRVHDU,A bird is seen flying over a field of flowers.
TSRBSMRN,A group of birds are seen standing in a field of grass.
DFQXQNQN,A bird is seen standing on a branch in the woods.
MQOUNHAQ,Two chickens are seen pecking at the ground in a straw covered pen.
QDZOKSBA,A small bird is seen walking on the ground in the video.
KVUEMEDF,A turtle is seen swimming in the water with its head above the surface.
RFKBXMYV,A snake is seen moving through the grass in the video.
TOWNKDGW,A bird is seen walking on the snow and looking around.
EYNFNDAL,A group of ducks are seen swimming in a lake.
UNTEFGHA,A bird is seen perched on a branch of a tree.
SIDSEZIE,A bird is seen perched on a branch in the snow.
YALDEVCV,A fish swims in the water and then swims back to the other side.
OZOUHMHZ,A snake is seen moving through the grass in the video.
OEIQMNPL,A bird is seen flying through the air in the video.
NXDYPPLS,A white bird is seen standing in the grass and looking around.
MZXFEFFP,A fish swims in the water and then swims back to the other side.
VBXYNDAL,A bird is seen standing in the water and then flying away.
SFTZIUIV,A duck is seen swimming in the water and then flying away.
OTPROTKX,A bird is seen perched on a branch with snow on it.
TPNJFKTR,A snake is seen moving across a rock with its tongue out.
SWTSMKOU,A bird is seen perched on a branch and then flying away.
PCKCXVMP,A duck is seen swimming in a pond with a misty background.
JNPGPHGA,Two birds are seen walking in the dirt in the video.
KVWJOVEI,A bird is seen walking in the grass and then flying away.
ZJPWYSBA,A bird is seen perched on a branch and then takes flight.
AFEGAIQQ,A small brown animal is seen walking on the ground.
GTMPFVEI,A group of birds are standing on the shore of a lake.
FLFUNHDU,A bird is seen walking on the ground and picking up a piece of food.
QTPCWHCQ,A small ant is seen walking across the ground in the video.
LBEDMEWB,A duck is seen swimming in a pond and shaking its feathers.
GFMNWMHZ,A snake is seen slithering through the grass in the video.
TPMGIFXO,A bird is perched on a branch and is looking to the right.
DWCHWTEK,A monkey is seen climbing up a wooden structure in the video.
OKCDJNQN,A bird is perched on a branch and is looking to the right.
EVTCGFGA,A black bird is seen perched on a wooden post and then flying away.
QRWZBESP,A duck is seen swimming in a pond and then flying away.
RKLDDVEI,A duck is seen standing on one leg in a pond.
HHYKHVEI,A bird is seen walking through the grass in the video.
OCVEYDAL,Two birds are seen standing on the ground in a field.
KMTBYPJK,A fish swims in the water and then swims back to the bottom.
CDAWFXYT,A black bird is seen walking in the snow and then sitting down.
TFUHZDHC,The video shows a close up of a group of bees on a flower.
EPKKURHW,A butterfly is seen resting on a flower in the video.
UDXAIVMW,A snake is seen in the woods and then moves to the right.
OKCBGUDI,A bird is seen standing in a field with its beak open.
SEQOSBRS,A bee flies away from a group of bees on a wooden surface.
QJOFPAMC,A lion is seen walking through a field of tall grass.
QPJKLQCN,A dog is seen walking on a rocky hillside in the video.
MJHZXRDX,Two birds are seen standing on a rock in a stream.
MKGLZVYU,A lion is seen walking in the dark and looking at the camera.
QHNGPAHW,A dog is seen jumping in the air and landing on the ground.
PRSAVNQN,A bird is seen eating a bug from a tree branch.
TTCBXBXG,A bird is seen running across a field in the video.
TDUXOKRV,A bird is seen flying in the air with its wings spread out.
LODDKPTK,A bird is seen standing on a branch with its wings spread out.
VBDBODKB,A bird is seen standing in the grass and then flying away.
XCYMLKGZ,A shark is swimming in the ocean and is seen from different angles.
QYNMGXTD,A grasshopper is seen jumping in the video.
AOVXGDAL,A bird is seen walking on the ground and picking up something.
DMODCTFT,A group of flamingos are seen standing in a pool of water.
YSDESVDY,A bird is seen standing in the grass and looking around.
EAUTLFUP,A bird is seen standing on the ground in the video.
RIBYTDSN,A mother bear and her cub are seen playing in the snow.
HLJWRADX,A bird is seen perched on a tree branch in the video.
WULDHVEI,A group of birds are seen standing on the water's edge.
VLCWHADX,A bird is seen perched on a branch in the snow.
LTVKRBXG,A bird is seen flying over a field of tall grass.
IREIVFUP,A red snake is seen in the grass in the video.
ETNJLSBA,A bird is seen standing on a branch and then flying away.
NRJVDAEM,A bird is seen eating a piece of meat from a tree.
EZIUHGEG,A snake is seen eating an egg in the video.
TBGSIKPH,A bird is seen perched on a branch and then takes flight.
YOSASXMC,A dog is seen walking on the snow and then laying down on the ground.
BKKWDFXO,A bird is seen standing in the water and then flying away.
LEVNCVEI,A group of birds are seen standing in a field of grass.
OLOIHNQN,A bird is seen perched on a branch with its wings spread out.
OGDNWUPH,A squirrel is seen climbing up a tree in the video.
FSGILLDC,A snake is seen in the video with its mouth open.
TGQFGBBY,A group of bees are seen flying around a tree.
RZBWVNBD,A bird is seen flying in the air in the video.
NMSQVFNJ,A green lizard is seen walking on a rock in the video.
HGQXWNQN,A bird is seen perched on a tree branch in the video.
ZVPKNPTK,A bird is seen sitting on a branch and singing.
KNUFETHG,A monkey is seen climbing up a tree in the video.
EDPTFQRD,A striped animal is seen walking through the leaves in the video.
GSDTTVIQ,A dragonfly is seen flying over a field of grass.
FOOLALHH,A fish swims through the water with its fins outstretched.
JVNUYFFP,A monkey is seen climbing up a tree in the video.
EJSMBIWV,A group of swans are seen swimming in a body of water.
DWYFHKTH,A bird is perched on a branch and looks around.
VKDSUPAF,An owl is seen perched on a branch with its eyes wide open.
MTAFPCGB,A close up of a frog's face is shown in the video.
BAGBNFGA,A shark swims through the water and then swims away.
UMXYSHGA,A bird is seen flying over a field of dirt and trees.
MBTEUUPH,A blue bird is seen pecking at a tree trunk.
UEAPGXGD,A horse is seen standing in a field with trees in the background.
HMNECYSZ,A bee flies around a container and then lands on it.
KGHXBLBD,A bird is seen standing in the water and looking around.
UDAYJBQT,A dragonfly is seen flying in the air with its wings spread out.
UIAGVBGG,A bird is seen standing in the grass and then flying away.
YVTDIRHW,"A butterfly is shown in various stages of its life cycle, from a caterpillar to a fully formed adult."
AXDCRKOU,A bird is perched on a branch and turns its head to the right.
AFBALBQT,A small black insect flies over a tree branch.
MOERXBQT,A bird is seen perched on a branch in the video.
DFLYPNPL,A bird is seen sitting on a nest in the woods.
IWBJBYTZ,A bird is seen flying over a body of water in the video.
GCUEGLHH,A bird is seen swimming in the water with its head above the surface.
RDOTWRAC,A dog is seen walking through the woods and then turns around to look at the camera.
BNZGODFS,A green lizard is seen climbing up a tree in the video.
WOAOXBGG,A bird is seen standing in the grass and singing.
EZGJOGQD,A snail is seen moving slowly across a green surface.
WQXXWMVW,A bird is seen standing on a branch and singing.
HYCZMMVW,A bird is seen standing on one leg with its beak open.
IEEKYVEI,A bird is seen walking in the grass and then turns around to look at the camera.
RAKBALHH,A dog is seen laying down on the ground in the video.
CIVUADAL,A duck is seen walking on the water and then standing on the shore.
CTAPRSUS,A bird is seen standing on a branch and then begins to chirp.
QNXULFXO,A bird is seen standing in the water and then flying away.
ZHQCTGCS,A lion is seen yawning and then closing its mouth.
ZZDTFNOT,A turtle is seen swimming in the water and moving its legs.
BQRGTVEI,A bird is seen standing on the water in the video.
RCWNYRAC,A squirrel is seen running across the forest floor.
MGECSCIW,A spider is seen crawling on a leaf in the video.
SAEADPJK,A jellyfish is seen swimming in the water with its tentacles trailing behind.
OJIWUVKA,A bird is seen standing in a field of tall grass.
VVNPWTEK,A tiger is seen sitting on a rock in the woods.
YYMLRUJL,A seal is seen swimming in the water and diving to catch a fish.
GAWLCJHH,A dog is seen walking through the snow in the video.
XUBXXVEI,A bird is seen standing in the grass and then flying away.
IOIYYUDI,A bird is seen perched on a branch and then flies away.
SUIYENQN,A bird is seen perched on a branch and singing.
LMZUJPIF,A group of fish swim around a seal in the water.
LZKILHPH,A bee is seen flying in the air with its wings spread out.
EWRUDDCD,A small bird is seen sitting on a rock in the video.
CXTYJVDY,A bird is seen standing in the grass and singing.
BLEZIXRE,Two white birds are seen walking on the ground in the video.
XADSVFFP,A snake is seen moving through the dirt in the video.
ZURDMKEW,A small animal is seen running through the grass in the video.
SFEWNRFO,A small animal is seen walking on the ground in the video.
PSJUPFFP,A yellow fish swims in the water and moves its head up and down.
SXKOHLSQ,A bird is seen perched on a branch and then takes flight.
OWDIRVTI,A duck swims in the water and turns its head to the side.
NHPKJQDT,A fish swims through the water with its fins up.
TRQCZPTK,A bird is perched on a branch and begins to chirp.
FZNORXGD,A horse is seen grazing in a field with a blurry background.
MXNFYKOU,A small animal is seen walking through the grass in the video.
PJZLQQCN,A young llama is seen walking through a grassy field.
EBHWMJKU,A monkey is seen climbing up a tree and then jumping down.
CALJDIJJ,A small lizard is seen crawling through the leaves in the video.
RUPVOFXO,A bird is seen standing in the water and then flying away.
VPBCJHSA,A bird is seen flying in the air with its wings spread out.
WZUNXUDX,A herd of wildebeests are seen grazing in a field.
QKUOIVDY,A bird is seen singing in the wild with its beak open.
WRKEHVEI,A duck is seen swimming in a body of water and then diving into the water.
QMSBTFXO,A bird is perched on a fence and turns its head to the right.
YFQRWZJZ,A group of birds are seen perched on a tree branch.
SVYVBKOU,A bird is seen perched on a branch and then takes flight.
QTVNBLHH,A dog is seen walking through a field of dry grass.
VQKZWHGW,A bird is seen standing in a field and then flying away.
RPAJSBQT,A monkey is seen climbing up a tree in the video.
XRLSHLHH,A group of insects are seen flying in the air.
DBNKGBXG,A bird is seen walking in a field and then running.
FAQIHEQQ,A dog is seen running through the woods in the video.
